start	end	text
1280100	1281380	uh we can also do the same thing with an L2P
1281380	1282980	we can also do the same thing with an L2P
1283160	1291000	distance we can choose and decide depending on how we feel like and what we feel works better
1292200	1296280	and to get different distance function and based on the distance function you
1296280	1302360	hopefully can also change the outcome and the behavior of our respective classifier
1303880	1308200	we can also change the number of neighbors right so this k as we have noticed is quite
1308200	1315800	um quite important um and and this is kind of the the typically higher parameters we would get
1315800	1322680	in a nearest neighbor classifier now these parameters they are very problem dependent right
1323240	1328680	so we don't know right depends on what kind of classifier we have what data set we have
1329400	1333720	we would like to change these ones and now you can already see well now there's
1333720	1336840	a bit of a concept of learning coming into play right
1337400	1338120	and by learning
1338200	1342680	coming into play means well now we would like to look at our data set in this case our training
1342680	1349880	data set or our reference data set what i called it before um and would like to learn or adjust
1349880	1355880	these parameters to a certain level um so the big question is how do we actually choose these
1355880	1361480	hyper parameters right um and now machine learning comes into play right now we want to move from
1361480	1368120	a nearest neighbor classifier to using machine learning methods in order to learn these classes
1368200	1374680	okay now what we do here is we would like to perform image classification right so in this
1374680	1379800	case we have our task we've just defined that one and when we're doing machine learning here we
1379800	1386760	would like to take a bunch of data experiences we would like to take these ones and we would
1386760	1392600	like to learn from these ones to learn a model and i'm trying to formalize this a little bit so don't
1392600	1397560	be too nitpicky here in the formulation um this formulation will not be consistent with the rest of
1398200	1402040	the model but the high level concept is always going to be the same for every machine learning
1403400	1407640	for every machine learning problem and again this is a classifier right now but the high level
1407640	1414040	concept of you having a a certain model you want to find parameters for that model and for the
1414040	1419320	input you want to make a certain prediction so i want to make clear what i mean by this okay so
1419320	1425480	here's our model so this is our model m here this model m here has a bunch of parameters
1426840	1428120	it takes an images input
1428200	1432680	and it makes a class label prediction right like i'm not going to go into detail like
1432680	1436520	how the class labels are being encoded right now or how the images are encoded
1436520	1441880	i wanted to go a step back right make this very high level just get the high level concept of
1441880	1446760	machine learning and if you know machine learning already i'm sure this is really a good repetition
1446760	1452040	because this is really a concept that is always going to be shared across many families of
1452040	1457720	machine learning methods right okay um so yeah so what we have is we have the model m right we have
1458200	1464440	parameters theta we have an input image i and we have two output labels class labels dog or cat
1465480	1471640	note i'm not having any hybrid parameters here this theta these are the model parameters this
1471640	1475240	is very different from the hybrid parameters and we'll later see exactly what that means
1475240	1479400	but practically as i said the model parameters they're being optimized on the training set
1479400	1483000	and the hybrid parameters this is a sign choice on the algorithm itself
1483000	1487800	how we do for instance optimization of these parameters or how big our model is going to be
1488200	1494120	so we have a lot of hybrid parameters but now what we would love to do is we would like to figure out
1494120	1500840	if you're taking a bunch of images um we would like to make sure that our model in some sense
1502280	1509640	follows these predictions what these images have been annotated so in other words if i have a lot
1509640	1517320	of images um and these images here for this image is the dog if i'm feeding this image i here um this
1517320	1518040	dog image
1518200	1523080	here when i feed this image in i would like to make it a dog prediction on the other hand if
1523080	1528040	i feed this cat image in i would like to make it a cat prediction and now the whole point of machine
1528040	1532520	learning is that we're starting with a data set like this one and now what we're doing is we're
1532520	1538040	taking a part of these images um and i've already mentioned it a couple of times because i'm so
1538040	1543960	used to it um so these images this part of these images we're going to call the train set so we're
1543960	1548120	going to take given these eye images with training labels so these are the images we're going to start
1548200	1556280	some training and we would like to do is we would like to make sure that our model makes these
1556280	1563880	predictions that is in the trendset and then what we're hoping is assuming we have we have figured
1563880	1569720	out our model based on these images that our model also makes correct predictions on previously
1569720	1573880	unseen images so if i'm training on these ones i hope that the model makes also good
1573880	1578040	predictions on these ones ideally perfect predictions right so
1578200	1582680	this is our training uh train set here and this is something we're going to call the validation set
1584360	1587960	and the way this is going to go is when i say training
1588680	1593960	for the most part and again don't go too much into my notation here i just wanted to make this
1593960	1599640	very very dead simple um what we're going to do is we're going to find these parameters data
1600280	1607640	and in this case what we do here is we optimizing for a theta such that um
1608200	1612920	we're going to have a data set here that's going to make the prediction of the model
1612920	1617800	and what this prediction looks like so if we sum over our training images
1618360	1621560	our model here if we're summing over all of our training images
1622440	1629400	minimize the distance between the labels and what the model predicts so model predictions
1629400	1632680	and ground truth labels these are the ground truth labels cat dog and dog
1633400	1638120	these ones should match right so if i feel an image i i want to make the label prediction of this image i
1638200	1642440	function. There's a lot of different ways how to define these distance functions. We're going to
1642440	1648040	talk about a couple of these ones today and presumably going to talk about a couple of more
1648040	1654120	in the next lectures as well. Another question is how are these labels even defined? Are these
1654120	1658360	literally numbers like 0 and 1? There could be also a couple of different ways how to define
1658360	1663320	those numbers. And then how is the image I define? I mean pixels is the obvious one but could be also
1663320	1669720	all the things. But the high level concept between machine learning is always going to be the same.
1669720	1676600	It's always very similar. So what you're doing is you're having some form of a training set.
1676600	1683720	You're taking these labels here in the ground truth labels and you're trying to make sure the
1683720	1688120	model predicts whatever the ground truth labels are. This is what you want to do. And then what
1688120	1692920	I just mentioned a couple of times, I mentioned this concept of training. Well this is also when
1692920	1693300	I'm making a model, I'm going to be making a model that's going to be able to predict the
1693300	1693320	ground truth labels. So what I'm going to be doing is I'm going to be making a model that's going to
1693320	1693360	be able to predict the ground truth labels. So what I'm going to be doing is I'm going to be
1693360	1699680	mentioning training. For the most part what I mean is I mean run your favorite optimization
1701600	1708720	to find the optimal parameters theta prime such that this model best fits this training set,
1708720	1713800	right? This is what we want to do. We would like to make sure that our model fits the training set,
1713800	1718080	explains the labels in the training set. And once we've trained that model, meaning we have tried
1718080	1722900	to find an optimal solution based on the training set such this model approximates the distance
1722900	1728600	distribution of these labels here, we hope that our model eventually generalizes. And
1728600	1733600	generalization means now if I feed in unseen images that we also make reasonable predictions.
1735800	1740600	Now I mentioned a lot of terms here. I mentioned the concept of training set. I mentioned the
1740600	1746400	concept of training versus optimization. I mentioned hyperparameters and model parameters.
1747600	1752500	And I mentioned this concept of generalization. When we like going from a training set where we're
1752500	1757400	using these ones as constraints and the optimization to train our model versus
1757400	1763600	predicting and generalizing to unseen observations or to unseen samples, you know, right?
1763600	1769000	Okay. So if you're trying to go and make this even more abstract, the basic concept of machine
1769000	1777200	learning follows is mainly data driven. So most, well, pretty much all machine learning methods
1777200	1782280	come to mind. They all in some way data driven. So when I'm going to talk about machine learning,
1782500	1789400	I always mean there's some data and based on this data, you're going to train a model. And based on
1789400	1793900	this model, you're going to make predictions on things that you haven't seen before. Okay. So what
1793900	1801700	we do first is whenever we develop an algorithm and what we do have in computer vision is for
1801700	1806500	instance, an image data set, right? Like ImageNet is a great example. That's widely used. So what
1806500	1811200	we do is we're splitting our data. We're having a train data set. We're having a validation data set
1811200	1811900	and a test data set.
1812500	1818700	And what we do here is we say, for instance, we have a split like 60, 20, 20%, right? So this is
1818700	1825100	100% of our data. We're splitting it up in order to develop our algorithm. And what we would love
1825100	1830700	to do here is we would like to take our training set. Basically all in the past, what I've told
1830700	1835700	you in the previous slides is mostly start with the training set. And what we want to do is we
1835700	1842000	want to find model parameters theta based on the training. What does it mean finding model parameters?
1842500	1847200	Well, model parameters means we're running an optimization. The training samples are given us
1847200	1852300	constraints for this optimization. And we're basically running this, this optimization, right?
1852300	1856700	So based on our distance function, we're trying to find optimal theta prime parameters that give
1856700	1863000	us good answers. Now, if you're going further, now we have our validation set. You might ask,
1863000	1867500	well, why on earth do we need a validation and a test set? Can I just train these model parameters
1867500	1871800	and go make some predictions on having some accuracy or so on my classifier? And I'm going to
1871800	1872100	be done.
1872500	1878200	You could do that. However, the problem is assuming you're running your training set,
1878200	1883600	you're having a bunch of model parameters theta, you want to evaluate how well your model is doing.
1883600	1888400	So now I'm going to go ahead and going to evaluate my model, how well it's doing. And I'm realizing,
1888400	1892300	yeah, okay, it's not that great. I would like to change a few things. So for instance,
1892300	1897100	if I go back quickly, I would like to change this distance function d. I would like to change
1897100	1902200	the different one. If you did this, this would mean you're changing a hyperparameter here.
1902500	1908100	And you're training again, and then you're getting a different result, right? So you might say,
1908100	1911600	well, okay, I'm getting different results when I change some of these hyperparameters.
1911600	1917500	That's kind of logical. But now you have to re-evaluate again, right? And in this case,
1917500	1921600	when you're re-evaluating again, you're going to get different results.
1921600	1926300	So the important thing right now is basically when you are finding hyperparameters,
1926300	1931800	you want to use the validation set, meaning that you can do this multiple times and you can go ahead and
1931800	1938200	train, evaluate, change a bunch of parameters, train again, evaluate again, and so on.
1938200	1943300	So you can do this pretty much as much as you want. And in practice, you would do this as much as you want,
1943300	1948800	because this is quite important, because you're going to realize some of your models might have certain weaknesses.
1948800	1954900	Some of your loss functions might not be ideal. Some of your regularizers, we'll talk about this also later,
1954900	1958200	what that means. Some of your optimization parameters might have been not ideal.
1958200	1961400	And you might have to change certain things. And if you did this,
1961800	1966700	that would mean you're looking actually at the results.
1966700	1971900	So in other words, as soon as you're doing that, you're not looking at the real data anymore,
1971900	1974900	because as soon as you're considering the validation samples,
1974900	1981800	you're actually taking those ones as part of your model development, as your model training process.
1981800	1989800	And because of that, we now need a separate test set that is actually different from the validation set.
1989800	1991600	And the key critical part here,
1991800	1996800	is once we found our right hyperparameters, once we're happy with our model choices,
1996800	2001600	once we're happy with how the model trains and how it evaluates on the validation set,
2001600	2005600	only then we can go ahead and test on the test set.
2005600	2008600	And this is really important.
2008600	2012400	And a lot of people get it wrong, even in the research community.
2012400	2016600	The important thing is that you only test once.
2016600	2021600	So as soon as you go ahead and test multiple times, in a sense, you're cheating.
2021800	2027400	Why are you cheating? Because now you're taking test information from samples where you would like to understand
2027400	2032800	how well your model channelizes to, you're using that information how to train your model.
2032800	2034600	And this is really critical.
2034600	2038400	And I can give you a couple of examples how this could actually work in practice.
2038400	2042900	So in the research community, typically what happens, there's data sets available.
2042900	2048400	Computer vision, right? And these data sets, they're going to give you certain results.
2048400	2050800	So now the problem is, of course,
2050800	2055000	if you want to objectively evaluate, you want to make sure that,
2055000	2058600	you know, you have a test set that people don't use over and over again.
2058600	2063700	Because if people always use their test sets and they're trying so many times while developing the algorithm
2063700	2068600	and trying all the time on the test set, eventually they're just doing whatever's in the test set, right?
2068600	2071200	And they will find parameters that give the best test performance.
2071200	2073900	But they're cheating. They shouldn't have used the test set for that purpose.
2073900	2079200	In fact, they should have used the validation set and then try to see how well it channelizes to unseen samples
2079200	2080700	they did not consider doing in their method.
2080800	2086700	And in practice, what people do then in computer vision often is they have benchmarks.
2086700	2089300	And benchmark often means that people give out,
2089300	2094300	for instance, test images and then people have to run the algorithms on the test images
2094300	2098900	and then they upload their results to an evaluation server.
2098900	2103100	But the catch is the test image labels are not given to the respective users.
2103100	2104900	So they don't know what they're doing, basically.
2104900	2108500	So they're only going to get once a result back from the test image.
2108500	2110800	Now, you could imagine that people are trying
2110800	2115700	to get around this. People try to make multiple accounts on these benchmark servers and stuff like this.
2115700	2120200	But now you can guess, well, this is suddenly a point of cheating
2120200	2125900	where you're basically not reflecting the channelization to real data anymore.
2125900	2128300	So this is a very, very important concept.
2128300	2133500	OK, so bottom line here is use training to optimize the model parameters,
2133500	2138300	use the validation to find the hyperparameters, iterate as many times as you want.
2138300	2139900	And until you're happy with that,
2139900	2144400	then you test at the very end of the day, you test on the test.
2144400	2147400	Now, if you're going back to our task,
2147400	2150200	how can we learn now to perform image classification?
2150200	2152800	Well, we have two things right now. We have a task.
2152800	2155800	We have image classification. We have experience.
2155800	2158100	That's our training and validation data.
2158100	2163200	And now what we do is we have some performance measure that is giving us some accuracy.
2163200	2166400	And this is typically what we evaluate at the end of the day of the test set.
2166400	2169700	And then we have a metric that tells us how well does
2169700	2172500	our method actually work in practice.
2172500	2177500	Great. So this is the very high level concept of machine learning.
2177500	2180600	And now if you're asking, well,
2180600	2182900	why are there so many different machine learning methods?
2182900	2186100	Well, the question is always how does this model look like
2186100	2189300	and how do we optimize it and fit it to the respective training data?
2189300	2191500	How do we make it channelized very well?
2191500	2193500	And the reason why we're having this lecture
2193500	2199200	and the reason why it enjoys a lot of popularity right now is that the networks,
2199200	2202200	neural networks, they perform very well as these models.
2202200	2207600	And we can show later on that they have great channelization for many, many, many tasks.
2207600	2213000	OK, so before we get actually into simple machine learning models,
2213000	2217900	I would like to have a few things that I would like to clarify.
2217900	2225400	So what I've just described as machine learning for the most part was supervised machine learning.
2225400	2229000	However, I would also like to acknowledge and I would like to say, well,
2229000	2232100	there's also unsupervised machine learning.
2232100	2236600	And I would like to make it a quick differentiation between those
2236600	2240800	because a lot of people, of course, have heard about these two terminologies
2240800	2243300	and it's very important to distinguish between those.
2243300	2245900	So when we're talking about supervised learning,
2245900	2252000	we always mean we have some labels given, target classes, some regression targets and so on.
2252000	2254600	And what we'd like to do is we have a training set here.
2254600	2258900	We have these labels, for instance, here, and we would like to train a model based
2259000	2262300	on the data such that ideally it matches the distribution
2262300	2266100	and then channelizes to an unseen set of samples at the end of the day.
2266100	2269600	Now, here's the challenge.
2269600	2273800	For the most part of this course, we're going to deal with supervised learning.
2273800	2277700	There's going to be a few exceptions where we deal with unsupervised learning.
2277700	2281600	For the most part, I would say 90 plus percent of this course,
2281600	2283500	we're going to deal with supervised learning.
2283500	2287700	And when I'm going to talk about machine learning, in the context of this course,
2287700	2288600	for the most part,
2288600	2290600	I'm going to refer to supervised learning.
